station,site,date,chla_surf,diss_o_surf,ph_surf,salinity_surf,turbidity_surf,temp_surf,suspended_solids_surf,nitrates_surf,depth_bott,chla_bott,diss_o_bott,ph_bott,salinity_bott,turbidity_bott,temp_bott,suspended_solids_bott,nitrates_bott,latitude,longitude,depth_m,temp_delta
PM3,Port Shelter,1989-11-03,3.4,5.6,8.5,32.1,3.1,25.4,1.5,0.01,Bottom Water,1.3,5.9,8.5,32.3,3.5,24.9,2.5,0.03,22.36926667,114.2818333,13,-0.5
PM3,Port Shelter,1989-12-04,2.1,7.1,8.5,31.8,2.2,19.7,7.5,0.02,Bottom Water,2.1,6.7,8.5,31.8,2.4,19.4,3.0,0.01,22.36926667,114.2818333,13,-0.3000000000000007
PM3,Port Shelter,1990-02-02,0.8,7.2,8.5,31.0,1.4,15.9,1.0,0.06,Bottom Water,2.5,7.0,8.6,31.3,1.6,15.9,2.5,0.03,22.36926667,114.2818333,13,0.0
PM3,Port Shelter,1990-03-02,0.3,8.0,8.6,30.6,2.2,15.7,1.5,0.29,Bottom Water,0.2,6.6,8.7,31.3,2.6,16.1,1.5,0.08,22.36926667,114.2818333,13,0.40000000000000213
PM3,Port Shelter,1990-04-06,0.3,7.1,8.4,31.5,2.3,19.3,1.0,0.08,Bottom Water,1.1,5.3,8.3,32.3,4.2,18.8,1.0,0.18,22.36926667,114.2818333,13,-0.5
PM3,Port Shelter,1990-05-04,4.3,9.8,8.6,31.2,2.0,25.3,1.0,0.04,Bottom Water,1.1,7.2,8.7,32.9,2.1,19.9,0.5,0.3,22.36926667,114.2818333,13,-5.400000000000002
PM3,Port Shelter,1990-06-08,0.5,7.5,8.7,29.8,1.7,26.8,1.0,0.05,Bottom Water,0.8,5.5,8.6,32.8,1.6,24.9,2.0,0.05,22.36926667,114.2818333,13,-1.9000000000000021
PM3,Port Shelter,1990-07-03,0.5,7.7,8.7,28.4,1.8,29.8,2.0,0.03,Bottom Water,1.1,4.1,8.7,34.4,2.0,23.1,3.0,0.08,22.36926667,114.2818333,13,-6.699999999999999
PM3,Port Shelter,1990-08-03,0.2,5.2,8.4,31.4,2.2,26.3,1.0,0.03,Bottom Water,0.2,3.9,8.3,32.7,4.0,25.2,2.0,0.05,22.36926667,114.2818333,13,-1.1000000000000014
PM3,Port Shelter,1990-09-03,1.3,7.6,8.5,32.8,1.5,29.1,1.0,0.01,Bottom Water,0.5,4.3,8.5,33.6,1.5,27.2,1.0,0.02,22.36926667,114.2818333,13,-1.9000000000000021
PM3,Port Shelter,1990-10-05,1.3,5.0,8.4,28.1,1.8,29.2,0.5,0.06,Bottom Water,1.6,5.7,8.4,31.8,1.6,28.4,0.5,0.02,22.36926667,114.2818333,13,-0.8000000000000007
PM3,Port Shelter,1991-01-04,1.1,8.0,8.4,32.8,4.4,19.0,1.0,0.04,Bottom Water,0.3,5.7,8.3,32.9,4.5,18.8,4.0,0.03,22.36926667,114.2818333,13,-0.1999999999999993
PM3,Port Shelter,1991-02-01,0.8,9.3,8.2,32.7,3.4,16.8,7.0,0.21,Bottom Water,0.5,14.6,8.2,32.7,2.5,15.9,6.0,0.18,22.36926667,114.2818333,13,-0.9000000000000004
PM3,Port Shelter,1991-04-24,0.5,8.0,8.2,33.8,2.5,22.8,2.5,0.03,Bottom Water,0.3,6.4,8.3,33.4,2.8,21.0,1.0,0.04,22.36926667,114.2818333,13,-1.8000000000000007
PM3,Port Shelter,1991-05-13,4.3,7.8,8.1,32.6,2.4,25.2,13.0,0.06,Bottom Water,0.8,5.9,8.0,33.4,1.8,22.6,1.0,0.07,22.36926667,114.2818333,13,-2.599999999999998
PM3,Port Shelter,1991-07-01,0.5,6.0,8.2,31.3,1.1,27.8,1.0,0.1,Bottom Water,0.5,3.2,8.0,33.6,4.8,22.2,5.5,0.19,22.36926667,114.2818333,13,-5.600000000000001
PM3,Port Shelter,1991-08-02,1.6,7.3,8.4,30.4,1.0,27.1,2.0,0.05,Bottom Water,3.5,3.9,8.2,33.6,1.4,22.1,1.5,0.17,22.36926667,114.2818333,13,-5.0
PM3,Port Shelter,1991-09-02,0.8,7.8,8.5,31.1,1.1,27.3,0.5,0.03,Bottom Water,7.5,3.1,8.0,32.1,1.8,22.9,1.5,0.21,22.36926667,114.2818333,13,-4.400000000000002
PM3,Port Shelter,1991-10-03,0.5,9.7,8.3,32.5,0.9,25.5,1.0,0.07,Bottom Water,0.5,7.9,8.3,32.5,1.9,24.7,0.5,0.2,22.36926667,114.2818333,13,-0.8000000000000007
PM3,Port Shelter,1991-11-11,1.4,8.5,8.2,32.7,4.1,23.3,2.0,0.15,Bottom Water,0.6,7.6,8.2,33.0,2.1,23.3,0.5,0.08,22.36926667,114.2818333,13,0.0
PM3,Port Shelter,1991-12-04,2.4,9.5,8.2,31.8,2.1,21.5,2.0,0.15,Bottom Water,2.1,7.6,8.2,31.8,1.8,20.7,2.5,0.15,22.36926667,114.2818333,13,-0.8000000000000007
PM3,Port Shelter,1992-01-13,0.5,9.1,8.2,31.9,1.1,12.7,1.5,0.06,Bottom Water,0.8,9.2,8.1,32.0,1.1,12.7,0.5,0.08,22.36926667,114.2818333,13,0.0
PM3,Port Shelter,1992-02-17,0.2,6.4,8.0,32.0,1.4,15.6,1.0,0.13,Bottom Water,0.3,6.2,8.1,32.2,1.8,15.6,1.0,0.11,22.36926667,114.2818333,13,0.0
PM3,Port Shelter,1992-03-06,0.5,7.3,7.9,32.3,2.1,15.6,1.0,0.1,Bottom Water,0.2,6.1,7.9,33.0,2.7,16.1,1.5,0.14,22.36926667,114.2818333,13,0.5000000000000018
PM3,Port Shelter,1992-04-16,5.3,8.4,8.2,30.7,1.7,20.0,1.0,0.05,Bottom Water,2.7,5.4,8.1,31.8,1.6,18.8,1.5,0.08,22.36926667,114.2818333,13,-1.1999999999999993
PM3,Port Shelter,1992-05-06,0.5,8.0,8.3,30.4,3.0,25.9,1.5,0.07,Bottom Water,0.2,6.1,8.2,32.0,2.3,22.2,1.0,0.07,22.36926667,114.2818333,13,-3.6999999999999993
PM3,Port Shelter,1992-06-03,4.3,8.3,8.4,30.0,1.8,26.3,2.0,0.06,Bottom Water,0.5,4.8,8.1,32.6,2.4,24.5,2.5,0.08,22.36926667,114.2818333,13,-1.8000000000000007
PM3,Port Shelter,1992-07-31,0.2,7.2,8.3,30.1,2.0,30.5,2.0,0.03,Bottom Water,0.5,2.1,7.9,33.3,1.1,22.9,1.0,0.03,22.36926667,114.2818333,13,-7.600000000000001
PM3,Port Shelter,1992-08-18,1.1,7.7,8.1,30.4,1.5,29.2,3.0,0.02,Bottom Water,1.1,4.4,8.0,31.7,1.4,27.2,0.5,0.02,22.36926667,114.2818333,13,-2.0
PM3,Port Shelter,1992-09-25,2.1,7.3,8.3,32.2,1.3,29.4,2.0,0.04,Bottom Water,2.1,4.9,8.2,32.7,2.0,28.2,1.0,0.07,22.36926667,114.2818333,13,-1.1999999999999993
PM3,Port Shelter,1992-10-21,1.6,5.9,8.1,33.2,3.1,25.5,2.0,0.04,Bottom Water,1.6,6.1,8.1,33.2,2.1,25.2,0.5,0.03,22.36926667,114.2818333,13,-0.3000000000000007
PM3,Port Shelter,1993-01-15,0.5,8.0,8.3,33.0,3.9,18.6,2.5,0.16,Bottom Water,0.6,9.0,8.2,33.3,3.4,18.7,3.0,0.13,22.36926667,114.2818333,13,0.09999999999999787
PM3,Port Shelter,1993-02-23,0.2,7.0,8.2,33.6,2.4,17.5,1.0,0.06,Bottom Water,0.3,6.8,8.2,34.0,1.9,17.9,1.5,0.03,22.36926667,114.2818333,13,0.3999999999999986
PM3,Port Shelter,1993-03-22,0.5,7.0,8.3,33.5,1.4,17.8,1.0,0.1,Bottom Water,0.4,6.5,8.2,33.5,1.1,17.4,1.0,0.08,22.36926667,114.2818333,13,-0.40000000000000213
PM3,Port Shelter,1993-04-27,0.4,6.9,8.1,33.0,4.6,22.0,1.0,0.08,Bottom Water,0.6,6.5,8.2,33.7,4.9,20.0,1.0,0.07,22.36926667,114.2818333,13,-2.0
PM3,Port Shelter,1993-05-19,0.2,6.5,8.2,32.3,2.4,27.3,0.5,0.08,Bottom Water,0.3,6.1,8.2,33.1,6.8,24.1,1.5,0.07,22.36926667,114.2818333,13,-3.1999999999999993
PM3,Port Shelter,1993-06-23,0.5,7.5,8.5,27.3,1.3,30.0,1.0,0.09,Bottom Water,0.7,4.0,8.2,34.4,3.3,22.5,3.0,0.24,22.36926667,114.2818333,13,-7.5
PM3,Port Shelter,1993-07-15,1.2,6.7,8.4,23.6,5.5,30.0,1.5,0.23,Bottom Water,0.6,2.8,7.9,34.4,7.1,24.6,1.0,0.08,22.36926667,114.2818333,13,-5.399999999999999
PM3,Port Shelter,1993-08-11,0.2,7.8,8.4,32.2,1.6,28.6,0.5,0.13,Bottom Water,0.3,2.1,8.1,34.5,1.6,21.7,0.5,0.2,22.36926667,114.2818333,13,-6.900000000000002
PM3,Port Shelter,1993-09-10,1.2,8.2,8.5,31.8,1.5,29.6,0.5,0.08,Bottom Water,0.4,7.4,8.5,32.5,1.4,28.2,0.5,0.06,22.36926667,114.2818333,13,-1.4000000000000021
PM3,Port Shelter,1993-10-26,2.6,7.1,8.4,32.5,2.0,25.5,1.9,0.04,Bottom Water,0.7,6.5,8.4,32.5,2.3,25.5,2.8,0.04,22.36926667,114.2818333,13,0.0
PM3,Port Shelter,1993-11-22,1.3,8.2,8.2,32.5,2.5,22.6,3.3,0.05,Bottom Water,0.9,8.1,8.2,32.6,4.3,22.0,5.3,0.05,22.36926667,114.2818333,13,-0.6000000000000014
PM3,Port Shelter,1993-12-28,0.9,9.0,8.2,31.5,1.5,17.3,0.5,0.14,Bottom Water,1.9,8.2,8.2,31.3,1.5,16.9,0.8,0.15,22.36926667,114.2818333,13,-0.40000000000000213
PM3,Port Shelter,1994-01-17,0.7,8.2,8.3,31.2,1.5,18.6,0.5,0.08,Bottom Water,0.9,8.1,8.2,31.1,2.4,17.9,2.8,0.09,22.36926667,114.2818333,13,-0.7000000000000028
PM3,Port Shelter,1994-02-18,0.6,8.3,8.4,32.0,1.5,17.1,0.6,0.12,Bottom Water,0.2,7.9,8.4,32.7,2.4,17.2,0.7,0.09,22.36926667,114.2818333,13,0.09999999999999787
PM3,Port Shelter,1994-03-07,2.7,8.8,8.4,33.4,1.4,18.1,0.8,0.03,Bottom Water,3.0,8.9,8.4,33.1,1.4,16.9,1.2,0.01,22.36926667,114.2818333,13,-1.2000000000000028
PM3,Port Shelter,1994-04-18,2.0,7.5,8.1,33.6,1.5,22.7,1.0,0.03,Bottom Water,1.4,6.9,8.1,33.8,1.5,21.6,0.9,0.04,22.36926667,114.2818333,13,-1.0999999999999979
PM3,Port Shelter,1994-05-09,2.1,6.9,8.4,30.9,2.0,25.3,0.7,0.09,Bottom Water,1.7,6.1,8.2,33.5,2.8,23.9,0.9,0.03,22.36926667,114.2818333,13,-1.4000000000000021
PM3,Port Shelter,1994-06-02,0.6,6.8,8.5,31.6,1.8,27.9,0.5,0.03,Bottom Water,1.2,5.3,8.4,32.6,3.3,27.2,0.5,0.03,22.36926667,114.2818333,13,-0.6999999999999993
PM3,Port Shelter,1994-07-15,2.4,5.7,8.3,25.8,1.2,28.9,2.2,0.03,Bottom Water,1.1,3.3,7.8,34.1,1.5,23.7,2.1,0.2,22.36926667,114.2818333,13,-5.199999999999999
PM3,Port Shelter,1994-08-12,3.0,5.5,8.3,30.7,3.9,26.7,2.3,0.02,Bottom Water,2.9,3.4,8.0,34.3,2.9,23.2,1.0,0.16,22.36926667,114.2818333,13,-3.5
PM3,Port Shelter,1994-09-07,0.4,6.7,8.2,30.0,3.2,29.7,1.1,0.03,Bottom Water,1.2,5.9,8.1,31.5,8.0,27.7,1.4,0.03,22.36926667,114.2818333,13,-2.0
PM3,Port Shelter,1994-10-10,1.3,5.5,8.2,32.3,2.4,28.0,7.7,0.05,Bottom Water,2.2,4.8,8.1,32.7,8.5,27.3,7.4,0.09,22.36926667,114.2818333,13,-0.6999999999999993
PM3,Port Shelter,1994-11-23,0.9,6.8,8.4,32.9,0.2,23.8,0.5,0.11,Bottom Water,0.7,5.6,8.4,33.0,5.5,23.5,8.0,0.17,22.36926667,114.2818333,13,-0.3000000000000007
PM3,Port Shelter,1994-12-15,0.4,6.7,8.2,32.8,5.2,21.8,1.4,0.09,Bottom Water,0.2,6.2,8.3,33.4,4.4,22.2,1.9,0.07,22.36926667,114.2818333,13,0.3999999999999986
PM3,Port Shelter,1995-01-16,1.3,7.3,8.2,33.1,1.0,18.1,8.5,0.04,Bottom Water,0.8,7.0,8.2,33.2,4.2,17.6,9.6,0.03,22.36926667,114.2818333,13,-0.5
PM3,Port Shelter,1995-02-15,0.6,8.0,8.3,32.0,0.1,16.8,9.2,0.21,Bottom Water,0.4,7.9,8.3,32.2,0.2,16.8,5.8,0.1,22.36926667,114.2818333,13,0.0
PM3,Port Shelter,1995-03-24,3.8,10.0,8.2,32.0,0.2,18.0,8.9,0.04,Bottom Water,6.0,9.0,8.0,32.4,5.2,16.0,16.0,0.07,22.36926667,114.2818333,13,-2.0
PM3,Port Shelter,1995-04-21,4.2,8.0,8.3,31.2,1.7,22.2,2.3,0.02,Bottom Water,2.2,7.9,8.2,32.5,2.1,19.4,1.5,0.03,22.36926667,114.2818333,13,-2.8000000000000007
PM3,Port Shelter,1995-05-25,4.5,7.4,8.2,33.4,0.1,25.4,1.4,0.08,Bottom Water,2.5,7.1,8.1,33.6,0.1,24.4,1.1,0.08,22.36926667,114.2818333,13,-1.0
PM3,Port Shelter,1995-06-07,5.6,5.9,8.1,33.4,0.1,28.8,1.7,0.05,Bottom Water,1.7,5.7,8.1,33.5,0.1,27.3,1.6,0.03,22.36926667,114.2818333,13,-1.5
PM3,Port Shelter,1995-07-12,5.7,8.3,8.5,26.9,1.4,29.9,2.8,0.06,Bottom Water,1.2,4.2,8.1,34.2,1.9,23.6,2.5,0.15,22.36926667,114.2818333,13,-6.299999999999997
PM3,Port Shelter,1995-08-24,1.4,6.6,8.2,26.6,0.9,31.0,1.5,0.02,Bottom Water,2.0,3.8,7.9,33.3,1.6,24.7,2.2,0.16,22.36926667,114.2818333,13,-6.300000000000001
PM3,Port Shelter,1995-09-18,1.7,5.9,8.2,30.7,0.6,29.1,1.1,0.03,Bottom Water,2.5,5.8,8.1,32.0,1.7,28.3,3.0,0.05,22.36926667,114.2818333,13,-0.8000000000000007
PM3,Port Shelter,1995-10-23,0.2,6.8,8.4,32.2,2.1,26.7,1.4,0.01,Bottom Water,1.0,6.9,8.3,32.9,2.3,26.1,1.3,0.01,22.36926667,114.2818333,13,-0.5999999999999979
PM3,Port Shelter,1995-11-13,1.4,6.3,8.4,33.5,3.5,23.5,1.5,0.01,Bottom Water,1.8,6.9,8.4,33.6,4.5,23.0,2.3,0.03,22.36926667,114.2818333,13,-0.5
PM3,Port Shelter,1995-12-14,0.9,4.6,8.3,33.8,2.1,19.4,0.8,0.04,Bottom Water,0.5,4.3,8.3,33.9,2.3,19.2,0.7,0.03,22.36926667,114.2818333,13,-0.1999999999999993
PM3,Port Shelter,1996-01-15,1.5,5.3,8.5,34.2,3.3,19.4,0.9,0.08,Bottom Water,0.7,5.4,8.5,34.2,3.4,18.5,1.4,0.08,22.36926667,114.2818333,13,-0.8999999999999986
PM3,Port Shelter,1996-02-07,0.2,6.3,8.2,34.4,0.7,18.6,1.2,0.04,Bottom Water,0.2,6.4,8.2,34.5,0.5,18.5,1.3,0.04,22.36926667,114.2818333,13,-0.10000000000000142
PM3,Port Shelter,1996-03-20,1.2,6.5,8.1,34.1,1.9,19.6,0.6,0.05,Bottom Water,0.9,6.8,8.1,34.3,2.0,18.4,0.5,0.01,22.36926667,114.2818333,13,-1.2000000000000028
PM3,Port Shelter,1996-04-12,2.0,6.7,8.2,33.9,3.0,19.4,2.0,0.04,Bottom Water,1.3,7.0,8.2,34.0,3.5,19.4,2.0,0.03,22.36926667,114.2818333,13,0.0
PM3,Port Shelter,1996-05-29,3.2,5.9,8.2,31.3,3.4,26.4,1.6,0.05,Bottom Water,1.3,5.5,8.1,33.8,3.9,23.5,1.8,0.06,22.36926667,114.2818333,13,-2.8999999999999986
PM3,Port Shelter,1996-06-07,1.0,4.3,8.2,31.3,3.2,30.3,1.0,0.03,Bottom Water,1.1,4.0,8.0,33.0,4.5,23.9,1.0,0.02,22.36926667,114.2818333,13,-6.400000000000002
PM3,Port Shelter,1996-07-11,0.6,6.0,7.9,32.3,0.7,29.0,0.9,0.02,Bottom Water,2.6,5.3,7.8,34.3,1.2,23.5,1.7,0.01,22.36926667,114.2818333,13,-5.5
PM3,Port Shelter,1996-08-12,3.5,6.6,8.0,29.8,1.0,29.7,2.0,0.01,Bottom Water,5.5,3.2,7.7,34.3,2.0,23.5,2.5,0.13,22.36926667,114.2818333,13,-6.199999999999999
PM3,Port Shelter,1996-09-19,1.4,7.0,8.4,25.6,1.8,29.0,2.2,0.01,Bottom Water,1.6,5.6,8.1,31.5,0.7,28.0,2.6,0.01,22.36926667,114.2818333,13,-1.0
PM3,Port Shelter,1996-10-09,2.0,5.4,8.1,31.7,0.8,28.0,2.2,0.01,Bottom Water,1.5,4.2,7.9,32.8,2.4,27.9,1.9,0.08,22.36926667,114.2818333,13,-0.10000000000000142
PM3,Port Shelter,1996-11-11,2.6,7.6,8.1,35.1,1.3,15.4,3.3,0.06,Bottom Water,1.8,6.2,8.0,33.2,2.2,25.1,4.0,0.07,22.36926667,114.2818333,13,9.700000000000001
PM3,Port Shelter,1996-12-09,5.6,8.8,8.2,33.5,0.8,17.8,1.3,0.07,Bottom Water,3.3,7.9,8.2,32.4,1.0,18.9,1.1,0.07,22.36926667,114.2818333,13,1.0999999999999979
PM3,Port Shelter,1997-01-27,1.6,7.6,8.2,32.5,0.9,17.6,1.6,0.1,Bottom Water,1.2,7.4,8.2,32.8,1.1,18.1,1.8,0.09,22.36926667,114.2818333,13,0.5
PM3,Port Shelter,1997-02-12,3.0,9.3,8.2,35.2,0.5,15.5,0.9,0.11,Bottom Water,2.3,7.6,8.1,32.8,1.3,17.4,1.1,0.12,22.36926667,114.2818333,13,1.8999999999999986
PM3,Port Shelter,1997-03-10,1.2,7.6,8.4,31.9,3.2,21.0,1.8,0.05,Bottom Water,1.5,9.5,8.5,32.0,3.1,17.1,0.5,0.04,22.36926667,114.2818333,13,-3.8999999999999986
PM3,Port Shelter,1997-04-10,1.3,6.1,7.9,32.0,3.8,20.9,0.7,0.03,Bottom Water,1.9,5.1,7.9,33.1,4.7,19.5,0.7,0.02,22.36926667,114.2818333,13,-1.3999999999999986
PM3,Port Shelter,1997-05-12,5.3,6.3,8.1,27.2,4.4,26.1,2.2,0.02,Bottom Water,2.6,5.9,8.1,31.6,4.6,23.4,1.4,0.04,22.36926667,114.2818333,13,-2.700000000000003
PM3,Port Shelter,1997-06-11,1.5,5.3,8.1,32.7,1.7,24.5,1.4,0.05,Bottom Water,1.4,3.5,8.1,34.0,4.8,22.8,2.8,0.2,22.36926667,114.2818333,13,-1.6999999999999993
PM3,Port Shelter,1997-07-17,1.4,8.3,8.8,20.9,1.0,28.7,1.4,0.13,Bottom Water,2.4,5.7,8.5,33.7,1.5,23.0,1.3,0.13,22.36926667,114.2818333,13,-5.699999999999999
PM3,Port Shelter,1997-08-29,1.5,6.4,8.1,28.4,1.3,29.8,1.4,0.09,Bottom Water,1.5,6.7,8.1,30.8,2.5,27.4,1.0,0.07,22.36926667,114.2818333,13,-2.400000000000002
PM3,Port Shelter,1997-09-19,1.0,7.4,8.2,27.6,0.4,29.0,1.2,0.07,Bottom Water,1.6,7.3,8.3,29.6,1.0,28.6,1.2,0.08,22.36926667,114.2818333,13,-0.3999999999999986
PM3,Port Shelter,1997-10-29,2.0,5.4,8.0,32.0,3.4,26.5,1.4,0.07,Bottom Water,1.8,5.2,8.1,32.5,6.6,25.8,2.9,0.08,22.36926667,114.2818333,13,-0.6999999999999993
PM3,Port Shelter,1997-11-19,0.9,6.3,8.2,32.1,3.7,23.6,2.0,0.09,Bottom Water,1.2,6.1,8.3,32.4,5.8,23.0,5.4,0.06,22.36926667,114.2818333,13,-0.6000000000000014
PM3,Port Shelter,1997-12-18,1.5,6.7,8.3,33.1,3.9,20.6,0.9,0.11,Bottom Water,0.6,6.8,8.4,33.0,46.3,19.7,0.6,0.06,22.36926667,114.2818333,13,-0.9000000000000021
PM3,Port Shelter,1998-01-19,2.7,7.8,8.1,32.7,22.4,18.2,2.2,0.09,Bottom Water,1.9,7.3,8.2,33.4,9.5,18.1,1.9,0.09,22.36926667,114.2818333,13,-0.09999999999999787
PM3,Port Shelter,1998-02-13,0.9,8.5,8.3,33.0,3.9,17.6,0.5,0.09,Bottom Water,1.0,8.9,8.3,33.1,4.7,16.2,0.5,0.09,22.36926667,114.2818333,13,-1.4000000000000021
PM3,Port Shelter,1998-03-13,0.6,7.3,7.9,32.0,2.4,16.7,0.7,0.12,Bottom Water,0.5,7.5,8.0,32.0,2.5,16.4,0.7,0.12,22.36926667,114.2818333,13,-0.3000000000000007
PM3,Port Shelter,1998-04-27,3.0,5.8,8.1,31.5,3.7,24.9,1.9,0.09,Bottom Water,3.4,5.5,8.1,33.0,4.5,22.1,1.0,0.07,22.36926667,114.2818333,13,-2.799999999999997
PM3,Port Shelter,1998-05-11,1.7,6.0,8.3,30.8,2.4,29.3,1.3,0.03,Bottom Water,3.2,6.1,8.3,32.5,4.2,24.5,1.3,0.03,22.36926667,114.2818333,13,-4.800000000000001
PM3,Port Shelter,1998-06-17,1.9,7.1,8.3,26.4,2.9,29.7,1.5,0.04,Bottom Water,1.8,5.8,8.3,33.6,5.2,26.6,1.4,0.04,22.36926667,114.2818333,13,-3.099999999999998
PM3,Port Shelter,1998-07-17,2.7,4.1,8.2,32.0,2.9,27.4,1.6,0.02,Bottom Water,26.0,3.1,8.3,35.0,3.4,22.7,4.0,0.03,22.36926667,114.2818333,13,-4.699999999999999
PM3,Port Shelter,1998-08-13,3.5,6.7,8.0,27.6,4.9,30.1,1.4,0.01,Bottom Water,3.1,6.3,8.1,33.5,4.3,25.2,1.5,0.01,22.36926667,114.2818333,13,-4.900000000000002
PM3,Port Shelter,1998-09-07,3.8,7.3,8.2,28.8,2.3,28.8,2.0,0.03,Bottom Water,2.4,3.3,8.0,33.2,2.4,26.1,0.7,0.04,22.36926667,114.2818333,13,-2.6999999999999993
PM3,Port Shelter,1998-10-15,2.4,3.9,8.1,32.7,2.6,27.2,1.7,0.04,Bottom Water,1.5,3.6,8.1,33.3,5.4,26.9,1.7,0.05,22.36926667,114.2818333,13,-0.3000000000000007
PM3,Port Shelter,1998-11-18,3.0,7.3,8.2,30.7,2.0,24.7,1.9,0.09,Bottom Water,2.8,7.2,8.2,30.8,2.8,24.5,0.9,0.08,22.36926667,114.2818333,13,-0.1999999999999993
PM3,Port Shelter,1998-12-09,1.0,7.5,8.2,30.5,3.0,21.0,1.9,0.13,Bottom Water,1.4,7.1,8.2,30.3,4.0,20.2,2.2,0.14,22.36926667,114.2818333,13,-0.8000000000000007
PM3,Port Shelter,1999-01-18,4.8,5.8,8.4,31.5,3.7,16.2,1.0,0.08,Bottom Water,3.8,5.8,8.4,31.5,3.2,16.0,0.8,0.09,22.36926667,114.2818333,13,-0.1999999999999993
PM3,Port Shelter,1999-02-08,2.1,8.8,8.4,31.8,2.1,17.8,0.5,0.03,Bottom Water,2.1,9.0,8.4,31.9,2.5,17.1,0.6,0.03,22.36926667,114.2818333,13,-0.6999999999999993
PM3,Port Shelter,1999-03-17,2.2,8.0,8.2,33.3,2.9,19.4,1.6,0.04,Bottom Water,1.2,7.9,8.2,33.3,3.9,19.4,2.4,0.05,22.36926667,114.2818333,13,0.0
PM3,Port Shelter,1999-04-16,1.4,6.2,8.2,33.4,4.0,24.1,0.9,0.01,Bottom Water,2.2,6.1,8.2,33.9,4.1,23.4,1.8,0.02,22.36926667,114.2818333,13,-0.7000000000000028
PM3,Port Shelter,1999-05-10,1.8,5.1,8.2,33.7,3.3,24.0,2.3,0.01,Bottom Water,2.9,6.0,8.2,33.9,3.6,23.4,1.8,0.01,22.36926667,114.2818333,13,-0.6000000000000014
PM3,Port Shelter,1999-06-11,1.5,8.7,8.2,31.4,4.9,29.2,1.8,0.01,Bottom Water,2.2,5.4,8.1,33.0,6.5,26.7,2.4,0.05,22.36926667,114.2818333,13,-2.5
PM3,Port Shelter,1999-07-14,1.3,6.5,8.1,32.3,3.7,30.0,1.0,0.01,Bottom Water,4.2,4.8,8.0,34.3,3.9,22.8,1.1,0.03,22.36926667,114.2818333,13,-7.199999999999999
PM3,Port Shelter,1999-08-13,9.4,5.5,8.6,29.7,4.9,28.6,1.3,0.04,Bottom Water,1.9,1.1,8.3,34.1,5.1,23.9,1.2,0.17,22.36926667,114.2818333,13,-4.700000000000003
PM3,Port Shelter,1999-09-06,2.2,4.4,8.4,30.2,4.8,29.6,0.5,0.01,Bottom Water,8.8,4.5,8.1,33.5,5.7,24.5,1.2,0.12,22.36926667,114.2818333,13,-5.100000000000001
PM3,Port Shelter,1999-10-15,1.2,5.0,7.9,31.6,4.2,28.8,2.1,0.02,Bottom Water,0.8,7.0,7.9,31.7,4.7,27.9,1.2,0.02,22.36926667,114.2818333,13,-0.9000000000000021
PM3,Port Shelter,1999-11-08,3.0,5.9,8.1,32.1,4.9,24.9,1.0,0.03,Bottom Water,2.2,7.2,8.1,32.1,4.8,24.6,40.0,0.02,22.36926667,114.2818333,13,-0.29999999999999716
PM3,Port Shelter,1999-12-02,3.8,7.1,7.9,31.5,5.2,21.5,4.6,0.04,Bottom Water,2.2,7.2,7.9,31.5,5.8,21.1,13.0,0.05,22.36926667,114.2818333,13,-0.3999999999999986
PM3,Port Shelter,2000-01-10,3.0,8.1,8.0,30.7,4.8,18.7,1.1,0.02,Bottom Water,1.3,7.1,7.8,31.2,5.5,17.1,1.4,0.15,22.36926667,114.2818333,13,-1.5999999999999979
PM3,Port Shelter,2000-02-18,3.4,7.0,8.1,31.2,4.7,16.8,0.5,0.1,Bottom Water,1.2,8.0,8.0,31.3,4.8,16.3,0.8,0.13,22.36926667,114.2818333,13,-0.5
PM3,Port Shelter,2000-03-02,0.5,7.6,8.0,30.9,4.6,14.5,0.8,0.13,Bottom Water,0.8,7.6,8.0,31.0,4.8,14.5,1.2,0.15,22.36926667,114.2818333,13,0.0
PM3,Port Shelter,2000-04-07,2.6,7.8,8.1,30.4,4.4,20.0,0.5,0.04,Bottom Water,2.4,7.4,8.0,32.1,7.3,17.7,3.6,0.06,22.36926667,114.2818333,13,-2.3000000000000007
PM3,Port Shelter,2000-05-04,4.0,6.7,8.1,28.8,5.4,24.4,1.1,0.07,Bottom Water,0.6,6.7,8.1,32.4,4.6,23.2,0.8,0.08,22.36926667,114.2818333,13,-1.1999999999999993
PM3,Port Shelter,2000-06-09,2.0,5.8,8.3,31.5,4.7,28.9,1.2,0.02,Bottom Water,4.1,4.8,8.1,33.9,7.0,22.9,3.2,0.09,22.36926667,114.2818333,13,-6.0
PM3,Port Shelter,2000-07-19,2.3,6.9,8.0,30.1,7.0,29.0,0.7,0.04,Bottom Water,0.2,5.8,8.0,32.5,5.9,28.0,4.4,0.07,22.36926667,114.2818333,13,-1.0
PM3,Port Shelter,2000-08-21,5.2,6.6,8.5,30.4,5.2,30.6,2.7,0.03,Bottom Water,2.9,5.3,8.0,34.2,5.7,22.9,1.1,0.03,22.36926667,114.2818333,13,-7.700000000000003
PM3,Port Shelter,2000-09-15,2.2,7.0,8.3,32.4,15.3,26.5,2.3,0.03,Bottom Water,1.8,6.7,8.3,32.4,14.2,26.2,2.5,0.02,22.36926667,114.2818333,13,-0.3000000000000007
