station,site,date,chla_surf,diss_o_surf,ph_surf,salinity_surf,turbidity_surf,temp_surf,suspended_solids_surf,nitrates_surf,depth_bott,chla_bott,diss_o_bott,ph_bott,salinity_bott,turbidity_bott,temp_bott,suspended_solids_bott,nitrates_bott,latitude,longitude,depth_m,temp_delta
EM1,Eastern Buffer,1996-05-01,0.4,4.9,8.0,32.4,5.3,22.0,7.6,0.42,Bottom Water,0.8,5.0,8.0,32.7,6.1,21.9,8.2,0.4,22.2751,114.2555833,16,-0.10000000000000142
EM1,Eastern Buffer,1996-06-03,9.3,5.7,8.2,31.9,4.5,25.1,4.0,0.25,Bottom Water,7.4,5.7,8.2,32.4,6.5,24.9,6.5,0.22,22.2751,114.2555833,16,-0.20000000000000284
EM1,Eastern Buffer,1996-07-01,11.0,4.6,7.9,27.9,2.9,25.8,5.8,0.37,Bottom Water,1.8,4.5,7.9,33.1,6.7,23.8,17.0,0.26,22.2751,114.2555833,16,-2.0
EM1,Eastern Buffer,1996-08-01,6.8,4.8,7.8,32.3,1.7,25.7,3.7,0.21,Bottom Water,1.6,4.6,7.9,33.4,6.9,24.0,8.3,0.14,22.2751,114.2555833,16,-1.6999999999999993
EM1,Eastern Buffer,1996-09-02,1.5,3.6,7.8,32.3,1.5,24.8,2.7,0.25,Bottom Water,1.8,3.7,7.8,32.7,1.5,24.4,2.8,0.27,22.2751,114.2555833,16,-0.40000000000000213
EM1,Eastern Buffer,1996-10-02,2.0,5.4,8.0,32.1,2.2,28.1,5.2,0.22,Bottom Water,1.1,5.2,8.1,32.0,2.6,28.0,6.0,0.22,22.2751,114.2555833,16,-0.10000000000000142
EM1,Eastern Buffer,1996-11-01,1.3,2.7,7.7,32.2,2.6,26.5,6.6,0.73,Bottom Water,1.0,2.7,7.8,32.4,1.5,26.3,3.8,0.33,22.2751,114.2555833,16,-0.1999999999999993
EM1,Eastern Buffer,1996-12-02,2.2,6.1,7.7,30.1,1.9,24.6,5.6,0.17,Bottom Water,2.7,5.4,7.8,32.7,1.7,21.3,5.1,0.16,22.2751,114.2555833,16,-3.3000000000000007
EM1,Eastern Buffer,1997-01-02,2.4,6.1,7.7,32.9,0.7,17.7,2.0,0.44,Bottom Water,1.1,5.1,7.7,31.4,1.1,19.2,12.0,0.45,22.2751,114.2555833,16,1.5
EM1,Eastern Buffer,1997-02-10,1.7,8.0,8.0,31.8,2.0,18.7,4.6,0.38,Bottom Water,1.1,6.3,8.0,32.3,1.6,17.7,4.3,0.38,22.2751,114.2555833,16,-1.0
EM1,Eastern Buffer,1997-03-04,2.8,6.2,8.1,31.7,3.4,17.2,2.4,0.31,Bottom Water,1.2,7.2,8.1,32.0,3.6,16.6,2.6,0.23,22.2751,114.2555833,16,-0.5999999999999979
EM1,Eastern Buffer,1997-04-02,2.9,5.4,8.0,32.5,4.6,19.7,3.6,0.29,Bottom Water,1.9,5.4,8.0,33.0,6.9,19.5,5.2,0.17,22.2751,114.2555833,16,-0.1999999999999993
EM1,Eastern Buffer,1997-05-01,1.5,4.8,7.5,32.8,4.9,22.8,3.3,0.36,Bottom Water,0.8,4.5,7.6,33.3,7.1,22.4,19.0,0.17,22.2751,114.2555833,16,-0.40000000000000213
EM1,Eastern Buffer,1997-06-02,5.5,3.9,7.7,29.9,4.8,25.8,4.5,0.44,Bottom Water,2.9,3.9,7.8,31.3,4.7,25.3,4.5,0.41,22.2751,114.2555833,16,-0.5
EM1,Eastern Buffer,1997-07-18,1.4,5.9,8.4,20.2,2.6,26.0,1.0,0.38,Bottom Water,0.8,5.1,8.3,31.0,2.1,23.2,1.3,0.38,22.2751,114.2555833,16,-2.8000000000000007
EM1,Eastern Buffer,1997-09-08,11.0,6.0,7.9,30.5,1.5,25.4,3.9,0.2,Bottom Water,8.8,5.5,7.9,32.3,2.1,24.3,3.5,0.21,22.2751,114.2555833,16,-1.0999999999999979
EM1,Eastern Buffer,1997-10-06,1.8,3.5,8.0,30.3,1.0,27.0,2.9,0.4,Bottom Water,0.8,5.3,7.9,30.8,1.0,26.9,2.9,0.44,22.2751,114.2555833,16,-0.10000000000000142
EM1,Eastern Buffer,1997-11-03,1.8,4.9,8.1,31.9,4.8,25.6,5.0,0.3,Bottom Water,1.2,4.7,8.1,32.1,4.5,25.3,9.5,0.34,22.2751,114.2555833,16,-0.3000000000000007
EM1,Eastern Buffer,1997-12-03,0.9,3.9,7.9,32.8,8.0,22.8,5.8,0.21,Bottom Water,1.2,5.4,7.9,34.5,15.2,23.1,5.9,0.23,22.2751,114.2555833,16,0.3000000000000007
EM1,Eastern Buffer,1998-01-05,2.9,4.9,8.1,31.9,4.8,25.6,4.0,0.21,Bottom Water,2.2,4.7,8.1,32.1,4.5,25.3,6.3,0.21,22.2751,114.2555833,16,-0.3000000000000007
EM1,Eastern Buffer,1998-02-02,2.6,7.1,7.9,33.5,3.2,17.4,2.9,0.23,Bottom Water,1.2,6.7,7.9,33.5,3.2,17.4,2.5,0.25,22.2751,114.2555833,16,0.0
EM1,Eastern Buffer,1998-03-02,1.9,8.4,8.2,32.0,5.3,16.2,3.9,0.21,Bottom Water,1.3,8.8,8.3,32.2,4.8,16.1,3.0,0.18,22.2751,114.2555833,16,-0.09999999999999787
EM1,Eastern Buffer,1998-04-02,1.6,6.5,7.8,31.5,3.0,20.2,1.6,0.37,Bottom Water,2.6,6.6,7.8,31.7,3.1,19.7,1.5,0.36,22.2751,114.2555833,16,-0.5
EM1,Eastern Buffer,1998-05-01,2.1,4.3,8.0,31.8,3.8,24.6,3.3,0.33,Bottom Water,1.2,4.1,8.0,32.3,5.9,24.2,5.0,0.24,22.2751,114.2555833,16,-0.40000000000000213
EM1,Eastern Buffer,1998-06-01,2.8,5.2,8.2,32.0,3.8,27.1,9.2,0.32,Bottom Water,1.9,5.6,8.2,32.3,6.4,27.1,4.6,0.23,22.2751,114.2555833,16,0.0
EM1,Eastern Buffer,1998-07-06,7.9,3.3,8.3,20.6,3.6,26.4,3.2,0.45,Bottom Water,3.9,3.2,8.2,24.3,3.1,25.9,2.6,0.52,22.2751,114.2555833,16,-0.5
EM1,Eastern Buffer,1998-08-06,14.0,4.2,7.9,30.5,5.0,25.5,3.7,0.27,Bottom Water,5.3,2.6,7.9,33.4,5.6,23.5,4.2,0.24,22.2751,114.2555833,16,-2.0
EM1,Eastern Buffer,1998-09-02,4.4,5.7,8.2,30.6,2.0,27.5,0.7,0.14,Bottom Water,2.6,5.2,8.1,32.6,2.7,25.1,3.0,0.3,22.2751,114.2555833,16,-2.3999999999999986
EM1,Eastern Buffer,1998-10-12,2.0,2.1,7.9,32.3,3.6,27.5,2.3,0.39,Bottom Water,1.1,2.4,8.0,32.4,4.9,27.2,6.8,0.38,22.2751,114.2555833,16,-0.3000000000000007
EM1,Eastern Buffer,1998-11-13,2.5,6.6,8.2,30.6,2.4,24.3,2.2,0.45,Bottom Water,4.6,6.5,8.2,30.7,3.5,24.2,3.2,0.3,22.2751,114.2555833,16,-0.10000000000000142
EM1,Eastern Buffer,1998-12-02,1.6,3.8,7.9,30.0,2.6,22.9,3.4,0.61,Bottom Water,1.2,4.1,7.9,30.1,2.9,22.9,4.3,0.56,22.2751,114.2555833,16,0.0
EM1,Eastern Buffer,1999-01-13,1.6,5.0,8.3,31.2,3.5,17.7,2.0,0.29,Bottom Water,1.3,5.5,8.3,31.3,4.7,17.5,2.1,0.3,22.2751,114.2555833,16,-0.1999999999999993
EM1,Eastern Buffer,1999-02-02,2.3,5.1,8.0,31.5,3.5,18.0,2.2,0.39,Bottom Water,2.0,5.7,8.1,31.7,3.3,17.9,2.3,0.3,22.2751,114.2555833,16,-0.10000000000000142
EM1,Eastern Buffer,1999-03-10,4.0,6.0,8.1,33.1,2.8,20.4,1.0,0.29,Bottom Water,1.2,7.5,8.2,33.5,4.4,20.4,1.2,0.14,22.2751,114.2555833,16,0.0
EM1,Eastern Buffer,1999-04-09,3.9,4.3,7.9,33.6,3.7,22.3,2.8,0.5,Bottom Water,3.6,4.3,8.0,33.9,4.9,22.2,8.2,0.41,22.2751,114.2555833,16,-0.10000000000000142
EM1,Eastern Buffer,1999-05-06,3.0,6.9,8.0,33.5,6.0,23.5,2.8,0.29,Bottom Water,2.9,4.5,8.0,33.6,4.9,23.7,3.4,0.2,22.2751,114.2555833,16,0.1999999999999993
EM1,Eastern Buffer,1999-06-02,2.3,4.2,7.9,32.2,6.3,26.6,4.2,0.35,Bottom Water,1.8,4.1,8.0,32.4,7.6,26.1,5.9,0.3,22.2751,114.2555833,16,-0.5
EM1,Eastern Buffer,1999-07-07,33.0,4.4,8.0,30.3,9.0,24.7,4.1,0.21,Bottom Water,3.6,3.1,7.9,34.4,11.1,22.3,3.5,0.24,22.2751,114.2555833,16,-2.3999999999999986
EM1,Eastern Buffer,1999-08-09,12.0,3.8,8.3,29.8,6.7,28.0,5.2,0.38,Bottom Water,4.6,2.3,8.3,32.3,7.8,26.1,5.9,0.28,22.2751,114.2555833,16,-1.8999999999999986
EM1,Eastern Buffer,1999-09-03,12.0,4.7,8.1,30.4,5.4,25.8,2.0,0.29,Bottom Water,9.3,4.2,8.1,33.8,13.6,23.6,11.0,0.25,22.2751,114.2555833,16,-2.1999999999999993
EM1,Eastern Buffer,1999-10-04,0.2,3.9,8.4,31.5,6.4,27.5,3.6,0.2,Bottom Water,0.8,4.4,8.4,31.5,6.4,27.6,2.6,0.18,22.2751,114.2555833,16,0.10000000000000142
EM1,Eastern Buffer,1999-11-01,2.4,3.9,7.7,31.5,7.3,25.9,4.2,0.62,Bottom Water,1.5,3.9,7.7,31.6,7.4,25.8,4.6,0.5,22.2751,114.2555833,16,-0.09999999999999787
EM1,Eastern Buffer,1999-12-01,2.0,5.2,7.7,31.1,6.9,22.1,3.2,0.43,Bottom Water,1.0,6.0,7.8,31.3,7.5,21.8,4.0,0.25,22.2751,114.2555833,16,-0.3000000000000007
EM1,Eastern Buffer,2000-01-03,5.1,7.0,7.6,30.2,6.6,17.5,3.5,0.6,Bottom Water,5.9,5.3,7.6,30.5,6.1,17.1,3.0,0.38,22.2751,114.2555833,16,-0.3999999999999986
EM1,Eastern Buffer,2000-02-10,0.9,7.6,8.0,31.6,5.8,15.6,2.4,0.18,Bottom Water,1.8,7.6,8.0,31.7,8.0,15.5,3.4,0.17,22.2751,114.2555833,16,-0.09999999999999964
EM1,Eastern Buffer,2000-03-01,0.2,6.6,7.9,30.8,5.5,14.7,2.2,0.35,Bottom Water,0.7,6.9,8.0,31.1,7.8,14.7,6.4,0.24,22.2751,114.2555833,16,0.0
EM1,Eastern Buffer,2000-04-06,4.0,6.7,8.1,31.5,4.9,19.6,1.6,0.08,Bottom Water,1.3,7.0,8.0,32.0,7.8,19.5,5.9,0.14,22.2751,114.2555833,16,-0.10000000000000142
EM1,Eastern Buffer,2000-05-03,0.3,4.6,8.0,32.1,6.7,23.4,3.2,0.23,Bottom Water,0.4,5.5,8.0,32.8,9.7,23.3,11.0,0.14,22.2751,114.2555833,16,-0.09999999999999787
EM1,Eastern Buffer,2000-06-02,6.4,4.4,8.1,30.0,5.8,27.5,2.2,0.31,Bottom Water,3.2,4.3,8.1,32.9,8.6,25.5,7.0,0.15,22.2751,114.2555833,16,-2.0
EM1,Eastern Buffer,2000-07-03,8.6,5.3,8.0,29.8,5.9,26.3,3.0,0.27,Bottom Water,1.4,3.4,7.8,32.8,10.1,23.3,8.6,0.26,22.2751,114.2555833,16,-3.0
EM1,Eastern Buffer,2000-08-02,0.2,4.1,7.9,30.6,6.2,24.8,3.2,0.28,Bottom Water,0.2,4.4,7.9,33.8,9.7,23.0,7.3,0.15,22.2751,114.2555833,16,-1.8000000000000007
EM1,Eastern Buffer,2000-09-04,1.1,3.6,8.1,31.3,13.7,26.6,1.3,0.34,Bottom Water,1.4,3.3,8.1,32.8,17.9,25.0,2.3,0.3,22.2751,114.2555833,16,-1.6000000000000014
EM1,Eastern Buffer,2000-10-04,7.8,5.6,8.3,32.0,14.6,28.2,3.1,0.33,Bottom Water,4.5,5.4,8.5,33.1,18.6,27.5,2.8,0.22,22.2751,114.2555833,16,-0.6999999999999993
EM1,Eastern Buffer,2000-11-14,0.5,4.7,7.8,32.6,6.3,23.2,2.2,0.25,Bottom Water,2.2,5.8,7.8,32.8,10.5,23.0,7.6,0.14,22.2751,114.2555833,16,-0.1999999999999993
EM1,Eastern Buffer,2000-12-01,3.5,5.1,7.7,32.4,5.4,22.0,1.8,0.39,Bottom Water,3.5,6.3,7.8,32.5,7.6,21.8,4.6,0.19,22.2751,114.2555833,16,-0.1999999999999993
EM1,Eastern Buffer,2001-01-03,3.2,6.6,7.9,31.2,5.7,19.1,2.6,0.39,Bottom Water,2.2,7.1,8.0,31.4,9.1,18.9,7.3,0.2,22.2751,114.2555833,16,-0.20000000000000284
EM1,Eastern Buffer,2001-02-01,0.5,4.8,8.2,31.7,6.8,16.8,1.9,0.4,Bottom Water,0.2,6.6,8.3,31.9,13.7,16.5,8.9,0.21,22.2751,114.2555833,16,-0.3000000000000007
EM1,Eastern Buffer,2001-03-01,2.4,6.3,8.6,32.5,8.7,17.6,3.1,0.23,Bottom Water,3.4,7.3,8.6,32.7,10.1,17.3,7.3,0.12,22.2751,114.2555833,16,-0.3000000000000007
EM1,Eastern Buffer,2001-04-02,0.9,5.1,8.1,33.4,7.7,20.5,1.8,0.26,Bottom Water,1.8,6.5,8.2,34.1,9.1,20.5,4.7,0.1,22.2751,114.2555833,16,0.0
EM1,Eastern Buffer,2001-05-03,2.0,4.3,8.2,33.1,6.4,23.3,2.6,0.23,Bottom Water,2.5,5.8,8.3,33.5,6.7,23.2,2.8,0.17,22.2751,114.2555833,16,-0.10000000000000142
EM1,Eastern Buffer,2001-06-01,2.0,5.0,8.3,31.0,5.6,27.5,1.6,0.16,Bottom Water,0.6,5.0,8.3,31.4,7.1,27.3,4.2,0.18,22.2751,114.2555833,16,-0.1999999999999993
EM1,Eastern Buffer,2001-07-04,3.3,4.3,8.6,26.5,7.0,27.4,3.0,0.39,Bottom Water,0.7,4.9,8.7,30.0,9.6,27.2,6.2,0.15,22.2751,114.2555833,16,-0.1999999999999993
EM1,Eastern Buffer,2001-08-10,10.0,5.2,8.5,26.8,6.3,28.4,1.9,0.08,Bottom Water,4.6,3.1,8.1,33.2,8.6,23.7,3.8,0.18,22.2751,114.2555833,16,-4.699999999999999
EM1,Eastern Buffer,2001-09-06,0.2,4.3,8.1,30.2,6.4,27.2,1.5,0.26,Bottom Water,1.0,4.7,8.2,32.8,10.3,27.4,2.9,0.06,22.2751,114.2555833,16,0.1999999999999993
EM1,Eastern Buffer,2001-10-03,2.8,4.9,8.4,31.4,6.9,28.3,3.4,0.19,Bottom Water,2.1,5.0,8.5,31.6,7.8,28.2,4.0,0.1,22.2751,114.2555833,16,-0.10000000000000142
EM1,Eastern Buffer,2001-11-01,14.0,5.6,8.2,31.9,6.7,26.1,3.0,0.17,Bottom Water,10.0,5.6,8.2,32.0,7.9,25.7,3.0,0.15,22.2751,114.2555833,16,-0.40000000000000213
EM1,Eastern Buffer,2001-12-03,1.2,5.0,8.1,32.0,7.3,21.6,3.2,0.26,Bottom Water,2.5,5.3,8.2,32.1,9.0,21.4,3.9,0.18,22.2751,114.2555833,16,-0.20000000000000284
EM1,Eastern Buffer,2002-01-02,1.0,7.5,8.1,33.0,12.8,17.4,2.3,0.2,Bottom Water,0.2,7.9,8.1,33.1,19.8,17.5,4.6,0.19,22.2751,114.2555833,16,0.10000000000000142
EM1,Eastern Buffer,2002-02-18,4.1,8.0,8.0,33.0,15.6,17.6,1.5,0.12,Bottom Water,3.2,7.8,8.0,33.0,15.7,17.5,3.9,0.09,22.2751,114.2555833,16,-0.10000000000000142
EM1,Eastern Buffer,2002-03-18,1.4,6.5,8.0,33.6,6.5,20.9,2.3,0.19,Bottom Water,0.9,6.8,8.1,33.8,8.0,20.9,4.7,0.07,22.2751,114.2555833,16,0.0
EM1,Eastern Buffer,2002-04-15,1.8,6.3,8.1,33.0,5.7,23.0,1.5,0.18,Bottom Water,2.8,6.8,8.2,33.7,7.3,22.6,3.9,0.03,22.2751,114.2555833,16,-0.3999999999999986
EM1,Eastern Buffer,2002-05-15,1.1,4.5,7.9,32.8,8.6,27.0,5.3,0.3,Bottom Water,0.8,5.1,8.0,33.8,15.9,26.8,14.0,0.08,22.2751,114.2555833,16,-0.1999999999999993
EM1,Eastern Buffer,2002-06-17,2.1,5.1,7.8,28.7,8.4,27.2,3.5,0.23,Bottom Water,8.9,4.6,7.8,34.0,10.4,23.7,6.0,0.71,22.2751,114.2555833,16,-3.5
EM1,Eastern Buffer,2002-07-15,8.0,7.1,7.8,31.8,7.7,27.3,4.3,0.07,Bottom Water,3.5,4.6,7.8,32.9,12.0,24.7,9.8,0.13,22.2751,114.2555833,16,-2.6000000000000014
EM1,Eastern Buffer,2002-08-21,1.3,4.7,8.0,28.8,15.4,27.5,8.4,0.39,Bottom Water,1.9,5.2,8.1,30.1,16.6,27.6,8.3,0.16,22.2751,114.2555833,16,0.10000000000000142
EM1,Eastern Buffer,2002-09-23,0.6,5.0,8.1,30.4,9.7,27.5,7.8,0.13,Bottom Water,0.5,5.6,8.1,31.0,10.9,27.5,10.0,0.09,22.2751,114.2555833,16,0.0
EM1,Eastern Buffer,2002-10-23,0.8,4.6,8.2,32.1,8.3,26.4,4.1,0.15,Bottom Water,1.3,5.6,8.2,32.1,9.0,26.4,4.2,0.11,22.2751,114.2555833,16,0.0
EM1,Eastern Buffer,2002-11-21,1.6,5.8,7.9,33.2,12.1,22.6,2.9,0.18,Bottom Water,1.6,6.7,7.9,33.4,13.7,22.6,3.4,0.17,22.2751,114.2555833,16,0.0
EM1,Eastern Buffer,2002-12-23,1.2,7.3,8.1,33.9,13.1,19.7,2.4,0.11,Bottom Water,1.7,8.2,8.1,34.0,14.7,19.7,3.2,0.09,22.2751,114.2555833,16,0.0
EM1,Eastern Buffer,2003-01-02,1.6,6.3,7.9,32.9,8.1,18.6,2.9,0.04,Bottom Water,1.5,6.1,7.9,32.9,8.4,18.6,3.0,0.05,22.2751,114.2555833,16,0.0
EM1,Eastern Buffer,2003-02-14,1.1,7.9,8.3,32.8,3.1,17.1,1.5,0.07,Bottom Water,0.8,8.3,8.3,32.9,5.6,17.1,1.4,0.06,22.2751,114.2555833,16,0.0
EM1,Eastern Buffer,2003-03-21,0.3,7.0,8.1,33.6,7.7,18.9,3.1,0.13,Bottom Water,0.5,6.6,8.1,33.8,10.4,18.9,7.2,0.06,22.2751,114.2555833,16,0.0
EM1,Eastern Buffer,2003-04-02,0.9,6.5,8.0,33.2,6.0,20.3,1.6,0.32,Bottom Water,1.1,6.3,8.1,33.7,6.8,20.0,3.8,0.11,22.2751,114.2555833,16,-0.3000000000000007
EM1,Eastern Buffer,2003-05-26,6.2,6.3,8.2,31.7,5.5,27.4,1.1,0.17,Bottom Water,1.4,5.1,8.2,33.6,9.2,25.9,4.9,0.07,22.2751,114.2555833,16,-1.5
EM1,Eastern Buffer,2003-06-25,23.0,8.7,8.4,24.7,3.0,27.6,3.1,0.47,Bottom Water,0.4,3.2,7.9,34.9,9.6,23.4,9.2,0.11,22.2751,114.2555833,16,-4.200000000000003
EM1,Eastern Buffer,2003-07-04,17.0,10.5,8.3,30.1,3.7,25.9,2.9,0.02,Bottom Water,1.1,3.8,8.1,35.0,8.0,22.0,5.4,0.09,22.2751,114.2555833,16,-3.8999999999999986
EM1,Eastern Buffer,2003-08-04,14.0,4.5,8.2,33.0,3.7,26.8,4.2,0.11,Bottom Water,0.5,4.0,8.1,34.8,9.4,24.7,7.9,0.07,22.2751,114.2555833,16,-2.1000000000000014
EM1,Eastern Buffer,2003-09-04,0.9,4.6,8.1,31.3,7.4,27.1,2.2,0.31,Bottom Water,0.6,5.7,8.1,33.0,7.5,26.6,3.8,0.14,22.2751,114.2555833,16,-0.5
EM1,Eastern Buffer,2003-10-20,2.0,5.0,8.2,32.6,9.8,26.6,7.7,0.22,Bottom Water,0.9,5.1,8.2,32.9,11.2,26.5,7.4,0.15,22.2751,114.2555833,16,-0.10000000000000142
EM1,Eastern Buffer,2003-11-14,2.3,5.2,8.2,32.9,8.4,24.4,3.0,0.11,Bottom Water,1.7,6.0,8.2,33.1,11.9,24.3,9.4,0.05,22.2751,114.2555833,16,-0.09999999999999787
EM1,Eastern Buffer,2003-12-03,1.2,5.2,8.2,33.4,10.9,22.1,2.8,0.19,Bottom Water,1.2,6.0,8.2,33.6,9.0,22.0,3.5,0.12,22.2751,114.2555833,16,-0.10000000000000142
EM1,Eastern Buffer,2004-01-09,6.3,8.2,8.3,33.3,9.7,18.3,1.7,0.04,Bottom Water,6.5,8.0,8.3,33.4,7.2,18.1,2.2,0.05,22.2751,114.2555833,16,-0.1999999999999993
EM1,Eastern Buffer,2004-02-16,2.3,7.4,8.2,34.0,4.8,17.7,1.0,0.06,Bottom Water,1.9,7.3,8.2,33.9,5.3,17.0,1.3,0.07,22.2751,114.2555833,16,-0.6999999999999993
EM1,Eastern Buffer,2004-03-12,0.8,7.5,8.0,33.8,3.2,19.9,2.4,0.28,Bottom Water,0.6,7.5,8.1,34.1,5.5,19.5,2.0,0.19,22.2751,114.2555833,16,-0.3999999999999986
EM1,Eastern Buffer,2004-04-01,1.4,6.1,8.2,33.8,7.3,19.0,1.6,0.13,Bottom Water,0.8,6.5,8.2,33.9,8.1,18.9,3.4,0.07,22.2751,114.2555833,16,-0.10000000000000142
EM1,Eastern Buffer,2004-05-06,3.5,5.4,8.1,33.8,8.4,24.2,3.0,0.11,Bottom Water,2.4,6.1,8.2,34.0,9.9,24.0,6.5,0.07,22.2751,114.2555833,16,-0.1999999999999993
EM1,Eastern Buffer,2004-06-18,1.8,4.7,8.1,33.0,8.6,28.4,2.0,0.22,Bottom Water,1.1,5.1,8.1,33.8,10.0,27.9,5.3,0.09,22.2751,114.2555833,16,-0.5
EM1,Eastern Buffer,2004-07-09,4.4,5.2,8.0,31.2,7.3,25.7,1.5,0.33,Bottom Water,0.7,5.3,8.0,34.6,11.1,22.5,7.0,0.06,22.2751,114.2555833,16,-3.1999999999999993
EM1,Eastern Buffer,2004-08-20,6.7,4.9,8.0,32.6,7.8,26.2,3.4,0.12,Bottom Water,1.3,4.8,7.9,34.3,12.5,23.1,7.8,0.1,22.2751,114.2555833,16,-3.099999999999998
EM1,Eastern Buffer,2004-09-06,5.7,5.7,8.2,31.9,8.8,27.1,2.1,0.22,Bottom Water,0.6,4.7,7.9,33.8,8.8,24.1,2.6,0.08,22.2751,114.2555833,16,-3.0
EM1,Eastern Buffer,2004-10-04,2.3,4.9,8.2,32.6,9.6,27.6,2.9,0.12,Bottom Water,1.5,5.1,8.3,32.7,12.2,27.4,9.4,0.09,22.2751,114.2555833,16,-0.20000000000000284
EM1,Eastern Buffer,2004-11-01,2.9,5.5,8.0,32.6,7.7,25.5,1.9,0.19,Bottom Water,1.8,5.1,8.1,33.0,11.7,25.0,6.6,0.09,22.2751,114.2555833,16,-0.5
EM1,Eastern Buffer,2004-12-01,1.8,5.7,8.1,33.1,10.8,22.5,5.5,0.16,Bottom Water,1.4,6.0,8.1,33.3,19.4,22.4,20.0,0.1,22.2751,114.2555833,16,-0.10000000000000142
EM1,Eastern Buffer,2005-01-05,1.7,6.1,8.2,33.0,7.9,17.7,1.8,0.16,Bottom Water,1.2,6.5,8.2,33.0,9.3,17.7,3.1,0.16,22.2751,114.2555833,16,0.0
EM1,Eastern Buffer,2005-02-02,1.3,6.9,8.0,32.3,7.2,16.1,0.8,0.17,Bottom Water,0.5,6.8,8.0,32.3,7.8,16.1,1.7,0.18,22.2751,114.2555833,16,0.0
EM1,Eastern Buffer,2005-03-02,0.9,6.7,8.3,32.8,7.8,15.8,2.2,0.14,Bottom Water,0.8,6.7,8.3,32.9,8.4,15.8,2.6,0.13,22.2751,114.2555833,16,0.0
EM1,Eastern Buffer,2005-04-06,1.3,6.8,8.3,33.7,5.0,19.0,1.6,0.08,Bottom Water,0.8,6.8,8.3,33.8,5.3,19.0,2.0,0.05,22.2751,114.2555833,16,0.0
EM1,Eastern Buffer,2005-05-04,2.4,5.1,8.1,32.8,4.7,23.9,1.8,0.37,Bottom Water,1.1,5.5,8.2,34.3,8.1,22.6,4.4,0.05,22.2751,114.2555833,16,-1.2999999999999972
EM1,Eastern Buffer,2005-06-01,2.7,5.5,8.3,31.0,12.8,26.8,3.1,0.23,Bottom Water,0.8,5.5,8.3,32.3,13.4,26.5,4.4,0.09,22.2751,114.2555833,16,-0.3000000000000007
EM1,Eastern Buffer,2005-07-04,10.0,6.6,8.4,23.6,9.7,26.9,2.3,0.41,Bottom Water,1.8,3.7,8.1,33.4,11.4,22.4,4.3,0.15,22.2751,114.2555833,16,-4.5
EM1,Eastern Buffer,2005-08-01,1.1,4.2,8.4,30.6,12.0,26.8,2.0,0.2,Bottom Water,0.8,4.3,8.4,31.4,12.1,26.5,4.7,0.13,22.2751,114.2555833,16,-0.3000000000000007
EM1,Eastern Buffer,2005-09-12,2.5,5.6,7.9,31.5,10.6,27.7,2.1,0.24,Bottom Water,1.2,5.6,8.0,32.2,11.4,26.9,5.9,0.13,22.2751,114.2555833,16,-0.8000000000000007
EM1,Eastern Buffer,2005-10-14,1.6,4.7,7.8,32.4,13.4,28.1,4.0,0.2,Bottom Water,1.6,5.5,7.8,32.6,16.7,27.9,6.8,0.14,22.2751,114.2555833,16,-0.20000000000000284
EM1,Eastern Buffer,2005-11-17,1.6,6.5,8.1,33.1,10.8,25.0,4.1,0.12,Bottom Water,1.2,6.7,8.1,33.2,11.5,24.9,3.9,0.09,22.2751,114.2555833,16,-0.10000000000000142
EM1,Eastern Buffer,2005-12-01,1.0,5.2,8.0,33.1,10.7,23.1,2.6,0.16,Bottom Water,1.2,5.0,8.1,33.2,15.1,23.0,5.4,0.13,22.2751,114.2555833,16,-0.10000000000000142
EM1,Eastern Buffer,2006-01-03,5.8,7.5,8.1,32.7,9.2,18.0,1.5,0.12,Bottom Water,5.2,7.9,8.1,32.8,12.0,17.8,3.0,0.12,22.2751,114.2555833,16,-0.1999999999999993
EM1,Eastern Buffer,2006-02-01,1.0,6.6,8.1,32.7,10.4,17.4,1.5,0.17,Bottom Water,0.8,7.1,8.1,32.8,11.4,17.3,2.0,0.13,22.2751,114.2555833,16,-0.09999999999999787
EM1,Eastern Buffer,2006-03-15,1.3,6.8,8.1,33.2,8.3,18.7,1.0,0.12,Bottom Water,1.2,7.8,8.2,33.4,9.2,18.9,2.8,0.08,22.2751,114.2555833,16,0.1999999999999993
EM1,Eastern Buffer,2006-04-20,1.9,6.5,7.9,33.0,7.7,22.7,1.4,0.14,Bottom Water,1.2,7.8,7.9,33.8,9.8,22.2,4.8,0.01,22.2751,114.2555833,16,-0.5
EM1,Eastern Buffer,2006-05-18,1.3,5.6,8.0,33.1,10.0,25.2,11.0,0.04,Bottom Water,0.9,5.6,8.0,33.2,13.6,25.0,14.0,0.04,22.2751,114.2555833,16,-0.1999999999999993
EM1,Eastern Buffer,2006-06-08,2.9,4.4,8.1,25.5,3.6,26.4,1.8,0.56,Bottom Water,0.7,4.4,8.1,33.6,5.8,25.4,5.9,0.09,22.2751,114.2555833,16,-1.0
EM1,Eastern Buffer,2006-07-05,12.0,6.1,8.1,26.4,9.5,28.0,2.8,0.42,Bottom Water,0.8,3.4,8.1,34.1,11.7,22.6,2.7,0.16,22.2751,114.2555833,16,-5.399999999999999
EM1,Eastern Buffer,2006-08-02,2.8,7.6,8.1,28.8,10.3,26.9,1.0,0.07,Bottom Water,2.6,5.5,8.0,32.3,16.3,23.7,3.8,0.21,22.2751,114.2555833,16,-3.1999999999999993
