"Water Control Zone","Station","Dates","Sample No","Depth","Chlorophyll-a (μg/L)","Dissolved Oxygen (mg/L)","pH","Salinity (psu)","Turbidity (NTU)","Temperature (°C)","Suspended Solids (mg/L)","Total Inorganic Nitrogen (mg/L)"
"Tolo Harbour and Channel","TM2","1989-07-05","1","Surface Water","24","7.9","8.6","30.6","3.5","28.1","2","0.39"
"Tolo Harbour and Channel","TM2","1989-07-05","1","Bottom Water","38","4.5","8.8","31","5.4","27.7","2","0.16"
"Tolo Harbour and Channel","TM2","1989-07-19","1","Surface Water","13","5","9.8","31.4","12","28.4","8.5","0.28"
"Tolo Harbour and Channel","TM2","1989-07-19","1","Bottom Water","6.5","4.7","8.8","31.7","4.5","28.4","2.5","0.09"
"Tolo Harbour and Channel","TM2","1989-08-02","1","Surface Water","78","6.5","9.2","30.6","5.7","27","6.5","0.03"
"Tolo Harbour and Channel","TM2","1989-08-02","1","Bottom Water","14","1.8","8.4","32.1","3.2","26.1","2.5","0.12"
"Tolo Harbour and Channel","TM2","1989-08-16","1","Surface Water","15","7.4","9","31.1","4.1","28","5","0.15"
"Tolo Harbour and Channel","TM2","1989-08-16","1","Bottom Water","12","5.9","9","31.6","3.4","28.1","3.5","0.05"
"Tolo Harbour and Channel","TM2","1989-08-30","1","Surface Water","11","4.5","8.9","29.7","2.1","29.6","2.5","0.32"
"Tolo Harbour and Channel","TM2","1989-08-30","1","Bottom Water","9.9","4.4","8.9","30.3","1.7","29.5","2","0.14"
"Tolo Harbour and Channel","TM2","1989-09-12","1","Surface Water","29","7.3","9.2","24.9","4","30.4","4","0.17"
"Tolo Harbour and Channel","TM2","1989-09-12","1","Bottom Water","30","5.4","9.2","28.7","3.2","30.3","4.5","0.09"
"Tolo Harbour and Channel","TM2","1989-09-27","1","Surface Water","18","6.9","8.8","30","2.8","29.8","3","0.14"
"Tolo Harbour and Channel","TM2","1989-09-27","1","Bottom Water","14","3.3","9","30.2","2.2","29.2","6.5","0.11"
"Tolo Harbour and Channel","TM2","1989-10-11","1","Surface Water","29","5.9","8.7","28.6","5.4","26.8","8","0.41"
"Tolo Harbour and Channel","TM2","1989-10-11","1","Bottom Water","20","4.8","8.7","29.4","21","27.1","22","0.37"
"Tolo Harbour and Channel","TM2","1989-10-25","1","Surface Water","66","8.4","9.1","30.1","6.5","25.2","7","0.04"
"Tolo Harbour and Channel","TM2","1989-10-25","1","Bottom Water","40","4.7","8.8","30.7","3.5","24.9","2","0.01"
"Tolo Harbour and Channel","TM2","1989-11-08","1","Surface Water","32","7.4","8.6","30.4","2.9","25.4","3","0.25"
"Tolo Harbour and Channel","TM2","1989-11-22","1","Surface Water","20","8.1","8.7","29","5","22","7","0.13"
"Tolo Harbour and Channel","TM2","1989-11-22","1","Bottom Water","22","7","8.6","32.7","4.1","22.7","5.5","0.1"
"Tolo Harbour and Channel","TM2","1989-12-06","1","Surface Water","14","4.4","8.7","31.9","6.2","20.7","5","0.02"
"Tolo Harbour and Channel","TM2","1989-12-06","1","Bottom Water","6.9","4.4","8.6","32","8","20.7","2","0.02"
"Tolo Harbour and Channel","TM2","1989-12-20","1","Surface Water","2","4.5","8.6","30.9","3.9","20.1","15","0.38"
"Tolo Harbour and Channel","TM2","1989-12-20","1","Bottom Water","6.3","3.9","8.7","31.8","7.6","20.1","8","0.41"
"Tolo Harbour and Channel","TM2","1990-01-03","1","Surface Water","4","5.7","8.1","29.2","4.8","17.7","11","0.87"
"Tolo Harbour and Channel","TM2","1990-01-03","1","Middle Water","3","N/A","N/A","N/A","N/A","N/A","18","0.92"
"Tolo Harbour and Channel","TM2","1990-01-03","1","Bottom Water","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Tolo Harbour and Channel","TM2","1990-01-17","1","Surface Water","32","8.7","8.1","29.5","6.7","17.1","5","0.16"
"Tolo Harbour and Channel","TM2","1990-01-17","1","Bottom Water","17","6.6","8","30.5","5.8","18","10","0.31"
"Tolo Harbour and Channel","TM2","1990-01-31","1","Surface Water","5.7","6.4","8.4","29.2","2.4","17","1.5","0.62"
"Tolo Harbour and Channel","TM2","1990-01-31","1","Bottom Water","4","6.5","8.4","29.4","2.6","17","2","0.63"
"Tolo Harbour and Channel","TM2","1990-02-14","1","Surface Water","16","11.1","7.9","30","5","17.5","0.5","0.56"
"Tolo Harbour and Channel","TM2","1990-02-14","1","Bottom Water","12","10.4","8.2","30.6","3.3","17","3.5","0.1"
"Tolo Harbour and Channel","TM2","1990-02-28","1","Surface Water","0.3","7","8.1","26.1","3.5","16","2","0.24"
"Tolo Harbour and Channel","TM2","1990-02-28","1","Bottom Water","7.5","5.8","8.6","29","3.4","16.7","6.5","0.52"
"Tolo Harbour and Channel","TM2","1990-03-14","1","Surface Water","42","11.2","8.6","26.9","5","17.9","3","0.38"
"Tolo Harbour and Channel","TM2","1990-03-14","1","Bottom Water","14","10.4","8.7","29.5","3.2","17.6","6","0.19"
"Tolo Harbour and Channel","TM2","1990-03-29","1","Surface Water","0.8","4.4","7.8","27.9","3.2","20","4","0.75"
"Tolo Harbour and Channel","TM2","1990-03-29","1","Bottom Water","<0.2","3.7","8.1","29.6","5.2","19.7","16","0.42"
"Tolo Harbour and Channel","TM2","1990-04-12","1","Surface Water","2.4","4.6","7.9","23.5","3","20.8","2","0.53"
"Tolo Harbour and Channel","TM2","1990-04-12","1","Bottom Water","5.3","3.4","8","30.1","2","19.7","3","0.34"
"Tolo Harbour and Channel","TM2","1990-04-25","1","Surface Water","4.3","4.6","7","29.9","6","20.6","9","0.61"
"Tolo Harbour and Channel","TM2","1990-04-25","1","Bottom Water","5.1","4.3","7.9","30.2","4","20.7","33","0.5"
"Tolo Harbour and Channel","TM2","1990-05-09","1","Surface Water","6.4","4.5","7.1","28.9","3.3","23.6","1.5","0.68"
"Tolo Harbour and Channel","TM2","1990-05-09","1","Bottom Water","1.3","3.1","7.8","30.2","11.5","23.1","12","0.46"
"Tolo Harbour and Channel","TM2","1990-05-23","1","Surface Water","19","6.1","8.3","30.1","6","25.2","4","0.1"
"Tolo Harbour and Channel","TM2","1990-05-23","1","Bottom Water","16","4.9","8.4","30.5","7.3","24.9","4.5","0.12"
"Tolo Harbour and Channel","TM2","1990-06-07","1","Surface Water","5.6","8.2","8","28.4","6","26.2","2.5","0.51"
"Tolo Harbour and Channel","TM2","1990-06-07","1","Bottom Water","0.8","6.8","8.4","29.2","5.5","26","1","0.19"
"Tolo Harbour and Channel","TM2","1990-06-20","1","Surface Water","6.1","5.3","8.2","26.7","6.2","27.9","5.5","0.55"
"Tolo Harbour and Channel","TM2","1990-06-20","1","Bottom Water","0.3","4.6","8.3","28.5","4.4","27.7","5","0.24"
"Tolo Harbour and Channel","TM2","1990-07-04","1","Surface Water","32","8.3","8.2","28.6","6","27.7","2","0.28"
"Tolo Harbour and Channel","TM2","1990-07-04","1","Bottom Water","6.1","N/A","N/A","N/A","N/A","N/A","9.5","0.24"
"Tolo Harbour and Channel","TM2","1990-07-18","1","Surface Water","30","8.7","8.7","33.1","7.2","30.4","4","0.03"
"Tolo Harbour and Channel","TM2","1990-07-18","1","Bottom Water","26","3.3","8.5","34.8","6","28.5","3","0.04"
"Tolo Harbour and Channel","TM2","1990-08-01","1","Surface Water","15","5.3","8.7","30.2","4","29.6","3","0.06"
"Tolo Harbour and Channel","TM2","1990-08-01","1","Bottom Water","<0.2","4.5","8.7","30.9","4","29.2","1","0.08"
"Tolo Harbour and Channel","TM2","1990-08-15","1","Surface Water","8.5","8.8","8.6","30.2","4.2","30.1","3.5","0.34"
"Tolo Harbour and Channel","TM2","1990-08-30","1","Surface Water","9.6","6.5","8.5","31.9","3.5","27.2","1.5","0.32"
"Tolo Harbour and Channel","TM2","1990-08-30","1","Bottom Water","6.7","5.9","8.5","32.6","6","27","4.5","0.16"
"Tolo Harbour and Channel","TM2","1990-09-12","1","Surface Water","1.8","3.4","8.3","28.8","3.2","28.1","2","0.27"
"Tolo Harbour and Channel","TM2","1990-09-12","1","Bottom Water","2.8","3.2","8.3","32.1","4.5","28.2","3","0.15"
"Tolo Harbour and Channel","TM2","1990-09-27","1","Surface Water","68","5.2","8.3","27.8","3.6","29.1","3","0.26"
"Tolo Harbour and Channel","TM2","1990-09-27","1","Bottom Water","4.5","3.6","8.3","30.4","16.5","28.9","19","0.32"
"Tolo Harbour and Channel","TM2","1990-10-10","1","Surface Water","8.3","9.3","8.5","27","32","27.4","24","0.12"
"Tolo Harbour and Channel","TM2","1990-10-10","1","Bottom Water","14","7.6","8.5","30","6","27.6","2","0.15"
"Tolo Harbour and Channel","TM2","1990-10-29","1","Surface Water","23","5.2","7.5","29.3","3.2","26.1","2","0.29"
"Tolo Harbour and Channel","TM2","1990-10-29","1","Bottom Water","21","4.6","7.6","29.7","12.6","26.2","6.5","0.36"
"Tolo Harbour and Channel","TM2","1990-11-08","1","Surface Water","2.4","4.9","7.8","29.4","4.1","25.3","8.5","0.39"
"Tolo Harbour and Channel","TM2","1990-11-08","1","Bottom Water","1.3","4.9","7.9","30","6.8","25.3","2.5","0.26"
"Tolo Harbour and Channel","TM2","1990-11-21","1","Surface Water","8.5","9.2","8.3","29.4","4.7","23.2","1","0.62"
"Tolo Harbour and Channel","TM2","1990-11-21","1","Bottom Water","9.6","8.7","8.2","29.5","2.8","23.2","<0.5","0.56"
"Tolo Harbour and Channel","TM2","1990-12-05","1","Surface Water","40","9.2","8.4","29.5","5","19.2","3.5","0.15"
"Tolo Harbour and Channel","TM2","1990-12-05","1","Bottom Water","34","8.4","8.4","31.1","5.1","19","0.5","0.12"
"Tolo Harbour and Channel","TM2","1990-12-20","1","Surface Water","4","3.8","8.1","31.1","18","19.8","8.5","0.34"
"Tolo Harbour and Channel","TM2","1990-12-20","1","Bottom Water","1.6","3.5","8.1","31.2","21","19.8","4","0.18"
"Tolo Harbour and Channel","TM2","1991-01-02","1","Surface Water","2.9","4.2","8.2","30.6","3.9","19.4","14","0.54"
"Tolo Harbour and Channel","TM2","1991-01-02","1","Bottom Water","0.5","4.1","8.2","31.1","8.7","19.4","3.5","0.44"
"Tolo Harbour and Channel","TM2","1991-01-16","1","Surface Water","1.3","6.3","7.9","30.4","10","16.4","2","0.45"
"Tolo Harbour and Channel","TM2","1991-01-16","1","Bottom Water","1.1","6","7.9","31.7","10","16.3","3","0.71"
"Tolo Harbour and Channel","TM2","1991-01-30","1","Surface Water","20","9","8.3","30.9","6.2","16.9","12","0.35"
"Tolo Harbour and Channel","TM2","1991-01-30","1","Bottom Water","19","10.7","8.3","31","8","16.9","5.5","0.39"
"Tolo Harbour and Channel","TM2","1991-02-12","1","Surface Water","1.9","N/A","8","N/A","14","N/A","13","0.36"
"Tolo Harbour and Channel","TM2","1991-02-12","1","Bottom Water","2.1","N/A","8.1","N/A","12","N/A","5","0.35"
"Tolo Harbour and Channel","TM2","1991-02-27","1","Surface Water","3.5","7.2","7.9","30.6","4.9","17.6","2.5","0.68"
"Tolo Harbour and Channel","TM2","1991-02-27","1","Bottom Water","3.5","5.8","8.1","31.4","9.9","17.7","15","0.45"
"Tolo Harbour and Channel","TM2","1991-03-13","1","Surface Water","1.7","N/A","8.4","N/A","2","N/A","1.5","0.36"
"Tolo Harbour and Channel","TM2","1991-03-13","1","Bottom Water","0.8","N/A","8.4","N/A","2","N/A","1.5","0.29"
"Tolo Harbour and Channel","TM2","1991-04-10","1","Surface Water","3.5","8.2","8","29.7","3.1","21.3","1","0.7"
"Tolo Harbour and Channel","TM2","1991-04-10","1","Bottom Water","0.8","7","8","31.6","3.2","20","<0.5","0.18"
"Tolo Harbour and Channel","TM2","1991-04-25","1","Surface Water","5","4.3","8.3","30.9","6.3","23.2","8","0.18"
"Tolo Harbour and Channel","TM2","1991-04-25","1","Bottom Water","2.1","4.3","8.3","31.3","5.5","22.9","120","0.18"
"Tolo Harbour and Channel","TM2","1991-05-08","1","Surface Water","4.8","13","8.5","29.4","4","24.5","5","0.37"
"Tolo Harbour and Channel","TM2","1991-05-08","1","Bottom Water","1.1","5.1","7.9","31.9","1.8","22.8","4","0.27"
"Tolo Harbour and Channel","TM2","1991-05-22","1","Surface Water","11","6.2","8.2","31.1","6.1","24.6","5.5","0.14"
"Tolo Harbour and Channel","TM2","1991-05-22","1","Bottom Water","9.3","3.1","8.1","31.7","4.4","22.7","4.5","0.16"
"Tolo Harbour and Channel","TM2","1991-06-07","1","Surface Water","22","7","8.3","31.1","40","28.5","70","0.1"
"Tolo Harbour and Channel","TM2","1991-06-07","1","Bottom Water","14","4","8.3","31.5","5.6","27.9","33","0.12"
"Tolo Harbour and Channel","TM2","1991-07-03","1","Surface Water","2.1","4.7","8.1","30.8","2.8","25.4","3","0.26"
"Tolo Harbour and Channel","TM2","1991-07-03","1","Bottom Water","2.1","2.7","8.1","31.5","1.6","25.1","1.5","0.24"
"Tolo Harbour and Channel","TM2","1991-07-18","1","Surface Water","22","4.8","8.3","31","3.1","26.8","6","0.61"
"Tolo Harbour and Channel","TM2","1991-07-18","1","Bottom Water","17","5","8.4","31","3.3","26.7","5.5","0.65"
"Tolo Harbour and Channel","TM2","1991-08-01","1","Surface Water","3.5","4.4","8.1","21.6","3.1","24.2","2","0.33"
"Tolo Harbour and Channel","TM2","1991-08-01","1","Bottom Water","1.1","3","8","20.3","2.6","24","2.5","0.32"
"Tolo Harbour and Channel","TM2","1991-08-14","1","Surface Water","4","4.7","8.2","30","4.7","25.3","8","0.31"
"Tolo Harbour and Channel","TM2","1991-08-14","1","Bottom Water","5.9","4.3","8.4","30.4","3.2","25.1","3","0.32"
"Tolo Harbour and Channel","TM2","1991-09-11","1","Surface Water","3.5","15.6","8.6","29.2","5.2","28.3","1.5","0.2"
"Tolo Harbour and Channel","TM2","1991-09-11","1","Bottom Water","1.9","0.3","8","31.2","4.4","25.4","2.5","0.09"
"Tolo Harbour and Channel","TM2","1991-10-09","1","Surface Water","5.3","5","8.1","30.5","2.2","25.2","1.5","0.24"
"Tolo Harbour and Channel","TM2","1991-10-09","1","Bottom Water","2.7","4.5","8.1","31","1.9","25.2","1","0.14"
"Tolo Harbour and Channel","TM2","1991-10-23","1","Surface Water","34","6.6","8.4","29.1","3.5","23.8","3","0.36"
"Tolo Harbour and Channel","TM2","1991-10-23","1","Bottom Water","27","4.4","8.3","30.6","3.6","24.1","3","0.24"
"Tolo Harbour and Channel","TM2","1991-11-06","1","Surface Water","15","8.6","8","30.8","2.4","24.3","2","0.19"
"Tolo Harbour and Channel","TM2","1991-11-06","1","Bottom Water","17","7.6","8.1","31.6","2.4","23.9","6.5","0.06"
"Tolo Harbour and Channel","TM2","1991-11-20","1","Surface Water","<0.2","7.2","8","31","3.3","22","3.5","0.18"
"Tolo Harbour and Channel","TM2","1991-11-20","1","Bottom Water","1.3","6.3","8.1","31.4","2.6","22.1","3.5","0.19"
"Tolo Harbour and Channel","TM2","1991-12-06","1","Surface Water","5.1","10.5","8.4","26.2","4.5","20.2","4.5","0.39"
"Tolo Harbour and Channel","TM2","1991-12-06","1","Bottom Water","2.9","9","8.6","34.1","18","19.9","25","0.28"
"Tolo Harbour and Channel","TM2","1991-12-17","1","Surface Water","<0.2","7.2","8.1","30.4","3.9","18.2","5","0.56"
"Tolo Harbour and Channel","TM2","1991-12-17","1","Bottom Water","<0.2","5.5","8.2","31.5","5.3","18","8.5","0.36"
"Tolo Harbour and Channel","TM2","1992-01-14","1","Surface Water","3.2","8.6","8","29.6","2.2","12.1","2.5","0.66"
"Tolo Harbour and Channel","TM2","1992-01-14","1","Bottom Water","0.3","8.1","8.1","29.9","2.9","12.1","3.5","0.61"
"Tolo Harbour and Channel","TM2","1992-02-19","1","Surface Water","<0.2","6","8","29.9","1.5","15.4","2","0.35"
"Tolo Harbour and Channel","TM2","1992-02-19","1","Bottom Water","0.3","4.9","8","31","1.7","15.7","1.5","0.33"
"Tolo Harbour and Channel","TM2","1992-03-18","1","Surface Water","<0.2","9.1","8.3","29.3","2.8","18.8","2","0.46"
"Tolo Harbour and Channel","TM2","1992-03-18","1","Bottom Water","<0.2","7.6","8.2","30.1","4.1","17.9","7.5","0.39"
"Tolo Harbour and Channel","TM2","1992-04-15","1","Surface Water","6.7","4.4","7.9","23","3.4","18.9","1.5","0.76"
"Tolo Harbour and Channel","TM2","1992-04-15","1","Bottom Water","1.1","2.1","7.9","30.5","3.6","18","0.5","0.31"
"Tolo Harbour and Channel","TM2","1992-05-21","1","Surface Water","24","7.4","7.9","27.3","4.4","24.2","5.5","0.18"
"Tolo Harbour and Channel","TM2","1992-05-21","1","Bottom Water","43","3.3","7.9","29.1","2.5","23.8","3.5","0.24"
"Tolo Harbour and Channel","TM2","1992-06-18","1","Surface Water","37","12.8","8.8","26.3","3.2","27.1","6","0.11"
"Tolo Harbour and Channel","TM2","1992-06-18","1","Bottom Water","1.1","0.3","7.9","30.6","2.4","24.4","2","0.35"
"Tolo Harbour and Channel","TM2","1992-07-07","1","Surface Water","0.5","2","7.8","30.3","1.9","27","3","0.2"
"Tolo Harbour and Channel","TM2","1992-07-07","1","Bottom Water","<0.2","1.8","7.8","31.7","1.8","26.8","2.5","0.21"
"Tolo Harbour and Channel","TM2","1992-08-19","1","Surface Water","3.6","6.8","8.3","28.7","3.2","29.8","2.5","0.23"
"Tolo Harbour and Channel","TM2","1992-08-19","1","Bottom Water","0.9","1.7","8.1","30.8","3.3","29.1","2","0.2"
"Tolo Harbour and Channel","TM2","1992-09-09","1","Surface Water","12","4.4","8","29.2","1.6","28.4","2","0.44"
"Tolo Harbour and Channel","TM2","1992-09-09","1","Bottom Water","6.4","0.5","8","31.2","1.6","27.8","1","0.37"
"Tolo Harbour and Channel","TM2","1992-10-14","1","Surface Water","8.5","8","8.1","29.6","2.6","21.4","1.5","0.23"
"Tolo Harbour and Channel","TM2","1992-10-14","1","Middle Water","4.3","4.4","8","30.9","2.5","22.5","2.5","0.35"
"Tolo Harbour and Channel","TM2","1992-10-14","1","Bottom Water","0.5","2.8","7.9","31.8","2.5","22.8","4.5","0.2"
"Tolo Harbour and Channel","TM2","1992-11-18","1","Surface Water","N/A","7.3","8.1","30.6","4.1","22.2","2.5","0.15"
"Tolo Harbour and Channel","TM2","1992-11-18","1","Bottom Water","1.6","5.6","8.1","32.1","2.5","22","2","0.05"
"Tolo Harbour and Channel","TM2","1992-12-16","1","Surface Water","0.8","8.9","8.1","30.8","3.9","19.2","6","0.42"
"Tolo Harbour and Channel","TM2","1992-12-16","1","Bottom Water","3.8","8.7","8.2","32.1","4.1","20.1","13","0.62"
"Tolo Harbour and Channel","TM2","1993-01-13","1","Surface Water","5.5","11","8.5","30.3","3","19.7","2","0.34"
"Tolo Harbour and Channel","TM2","1993-01-13","1","Bottom Water","2.5","8.3","8.3","32.2","2.2","19.3","1.5","0.28"
"Tolo Harbour and Channel","TM2","1993-02-17","1","Surface Water","0.3","8","8.2","30.4","3.9","17.8","N/A","0.5"
"Tolo Harbour and Channel","TM2","1993-02-17","1","Middle Water","0.2","4","8.1","32.2","5.3","16.2","N/A","0.38"
"Tolo Harbour and Channel","TM2","1993-02-17","1","Bottom Water","0.3","1.5","8","32.3","5.8","15.8","N/A","0.26"
"Tolo Harbour and Channel","TM2","1993-03-18","1","Surface Water","0.5","5.5","8","31.1","2.4","18.3","6.5","0.66"
"Tolo Harbour and Channel","TM2","1993-03-18","1","Bottom Water","0.4","3.9","8","32.1","4.3","18.4","11","0.51"
"Tolo Harbour and Channel","TM2","1993-04-28","1","Surface Water","0.4","7.1","8.2","32.3","2.1","22","3","0.22"
"Tolo Harbour and Channel","TM2","1993-04-28","1","Bottom Water","0.3","6.9","8.2","32.9","2.1","20.8","3","0.21"
"Tolo Harbour and Channel","TM2","1993-05-17","1","Surface Water","<0.2","7.3","8.1","29","3.9","26.4","2.5","0.51"
"Tolo Harbour and Channel","TM2","1993-05-17","1","Bottom Water","0.3","5.7","8","24.1","9","24.3","5.5","0.42"
"Tolo Harbour and Channel","TM2","1993-06-10","1","Surface Water","0.5","5.5","8.2","28.2","15","26.6","13","0.66"
"Tolo Harbour and Channel","TM2","1993-06-10","1","Bottom Water","0.7","5.4","8.2","30.2","2.7","26.4","1","0.23"
"Tolo Harbour and Channel","TM2","1993-07-20","1","Surface Water","1.4","3.6","7.6","31.7","4","26.7","2.5","0.45"
"Tolo Harbour and Channel","TM2","1993-07-20","1","Bottom Water","0.7","1.1","7.9","33.9","3.9","24.9","3.5","0.44"
"Tolo Harbour and Channel","TM2","1993-08-23","1","Surface Water","1.5","4.9","8.2","29.6","2.1","28.3","1","0.25"
"Tolo Harbour and Channel","TM2","1993-08-23","1","Bottom Water","1.2","4.9","8.3","30.4","2.2","28.2","1","0.2"
"Tolo Harbour and Channel","TM2","1993-09-07","1","Surface Water","6.9","8.7","8.6","28.9","2.4","29.6","2.5","0.2"
"Tolo Harbour and Channel","TM2","1993-09-07","1","Bottom Water","6.1","7","8.5","29.8","2","29.5","2","0.18"
"Tolo Harbour and Channel","TM2","1993-10-27","1","Surface Water","12","5","8.4","28.9","3.4","26.4","3.3","0.24"
"Tolo Harbour and Channel","TM2","1993-10-27","1","Bottom Water","3.7","3.5","8.4","30.1","3","26.3","3.3","0.29"
"Tolo Harbour and Channel","TM2","1993-11-29","1","Surface Water","13","8.5","8","30.7","1.9","21.6","3.1","0.34"
"Tolo Harbour and Channel","TM2","1993-11-29","1","Bottom Water","10","8.9","8.3","30.9","1.9","21.4","3.5","0.25"
"Tolo Harbour and Channel","TM2","1993-12-23","1","Surface Water","2.7","8.1","8.1","29.2","1.9","17.5","0.9","0.54"
"Tolo Harbour and Channel","TM2","1993-12-23","1","Bottom Water","3.1","6.6","8.1","31.3","2.2","17.8","1.8","0.52"
"Tolo Harbour and Channel","TM2","1994-01-20","1","Surface Water","<0.2","8.1","8.1","29.3","3.2","17.3","4.9","0.75"
"Tolo Harbour and Channel","TM2","1994-01-20","1","Bottom Water","<0.2","6.5","8.2","29.6","5.2","17.4","5","0.73"
"Tolo Harbour and Channel","TM2","1994-02-25","1","Surface Water","1.5","5.7","8.2","29.1","2.1","17.1","1","0.65"
"Tolo Harbour and Channel","TM2","1994-02-25","1","Bottom Water","<0.2","5.8","8.2","30.1","2","17.3","1","0.62"
"Tolo Harbour and Channel","TM2","1994-03-23","1","Surface Water","6.6","8","8.4","29.8","1.6","17.4","2.2","0.39"
"Tolo Harbour and Channel","TM2","1994-03-23","1","Bottom Water","4.2","8","8.5","30.7","2.2","17.2","8.2","0.39"
"Tolo Harbour and Channel","TM2","1994-04-22","1","Surface Water","22","8","8.6","30.6","5.3","24.1","7.6","0.07"
"Tolo Harbour and Channel","TM2","1994-04-22","1","Bottom Water","25","6.7","8.3","31.5","7.1","21.9","7.3","0.07"
"Tolo Harbour and Channel","TM2","1994-05-23","1","Surface Water","5.3","5.7","8.4","31.4","22.4","27.4","14","0.07"
"Tolo Harbour and Channel","TM2","1994-05-23","1","Bottom Water","8.1","2.7","8.3","31.9","2.4","26.7","66","0.11"
"Tolo Harbour and Channel","TM2","1994-06-27","1","Surface Water","3.9","4.1","8.1","27.3","9.2","28.5","1.8","0.18"
"Tolo Harbour and Channel","TM2","1994-07-25","1","Surface Water","2.1","5.8","8","11.5","4.9","26.7","7.2","0.47"
"Tolo Harbour and Channel","TM2","1994-07-25","1","Bottom Water","2","2.3","8.1","25.8","4.1","28.9","5","0.46"
